	id	sentence	linearization
563	Hin_Geo_ncert_10stnd_5ch_0204	goxAvarI, mahAnaxI, sona va varXA naxI GAtiyoM meM BI koyale ke jamAva pAe jAwe hEM.	(jamAva+pA:TAM(wA_hE_1):k1(naxI_1:attr_gen(f):attr_num(sg):attr_per(a):nmod(va_1:ccof(sona:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a):pof__cn(goxAvarI_1:attr_ne(loc):attr_gen(f):attr_num(sg):attr_per(a)):pof__cn(mahAnaxI_1:attr_gen(f):attr_num(sg):attr_per(a))):ccof(varXA))):k7p(GAtiyA_1:attr_gen(m):attr_num(pl):attr_per(a):lwg__rp(BI_1)):r6(koyalA_1:attr_gen(m):attr_num(pl):attr_per(a)):CLAUSE_TYPE(affirmative))
564	Hin_Geo_ncert_10stnd_5ch_0205	taraSiyarI koyalA kRewra uwwara-pUrvI rAjyoM -meGAlaya, asama, aruNAcala praxeSa va nAgAlEMda meM pAyA jAwA hE.	(pA_1:TAM(wA_hE_1):k1(kRewra_1:attr_ne(org):attr_gen(m):attr_num(sg):attr_per(a):pof__cn(koyalA_1:attr_gen(m):attr_num(sg):attr_per(a))):k1(rAjya_1:attr_gen(m):attr_num(pl):attr_per(a):mod(uwwarapUrvI_1:attr_ne(loc))):k7p(va_1:ccof(praxeSa:attr_gen(m):attr_num(sg):attr_per(a):nmod(asama:attr_gen(m):attr_num(sg):attr_per(a):nmod__adj(meGAlaya:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a))):pof__cn(aruNAcala_1:attr_gen(m):attr_num(sg):attr_per(a))):ccof(nAgAlEMda)):CLAUSE_TYPE(affirmative))
565	Hin_Geo_ncert_10stnd_5ch_0209	BArawa meM koyale ke paScAw UrjA kA xUsarA pramuKa sAXana petroliyama yA Kanija wela hE.	(hE_1:TAM(0_hE_1):k7p(BArawa:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a)):k7t(koyalA_1:attr_gen(m):attr_num(pl):attr_per(a)):k1(sAXana_1:attr_gen(m):attr_num(sg):attr_per(a):r6(UrjA_1:attr_gen(f):attr_num(sg):attr_per(a)):ord(xUsarA_1):mod(pramuKa_1:attr_gen(m):attr_num(sg):attr_per(a))):k1s(yA_1:ccof(petroliyama_1:attr_gen(m):attr_num(sg):attr_per(a)):ccof(Kanija_1+wela_1)):CLAUSE_TYPE(affirmative))
566	Hin_Geo_ncert_10stnd_5ch_0210	yaha wApa va prakASa ke lie IMXana, maSInoM ko snehaka Ora aneka vinirmANa uxyogoM ko kaccA mAla praxAna karawA hE.	(praxAna+kara_1:TAM(wA_hE_1):k1(yaha:attr_ne(per)):k7(va_1:ccof(wApa_1:attr_gen(m):attr_num(sg):attr_per(a)):ccof(prakASa_1:attr_gen(m):attr_num(sg):attr_per(a))):k2(IMXana_1+maSIna_1):k3(Ora_1:ccof(snehaka_1:attr_gen(m):attr_num(sg):attr_per(a)):ccof(vinirmANa_1+uxyoga_1:nmod__adj(aneka_1))):k2(mAla_1:attr_ne(per):attr_gen(m):attr_num(sg):attr_per(a):mod(kaccA_1)):CLAUSE_TYPE(affirmative))
567	Hin_Geo_ncert_10stnd_5ch_0211	wela SoXana SAlAez - saMSleRiwa vaswra, urbaraka waWA asaMKya rAsAyana uxyogoM meM eka nodIya biMxu kA kAma karawI hEM.	(kAma+kara_1:TAM(wA_hE_1):k7(waWA_1:ccof(urbaraka_1:mod(saMSleRiwa_1:attr_ne(per):jjmod(wela_1+SAlA_1:pof__cn(SoXana_1:attr_gen(m):attr_num(sg):attr_per(a)))):pof__cn(vaswra_1:attr_gen(m):attr_num(sg):attr_per(a))):ccof(rAsAyana_1+uxyoga_1:mod(asaMKya_1))):k2(biMxu_1:attr_ne(per):attr_gen(f):attr_num(sg):attr_per(a):card(eka_1):mod(nodIya_1)):CLAUSE_TYPE(affirmative))
568	Hin_Geo_ncert_10stnd_5ch_0212	BArawa meM aXikAMSa petroliyama kI upasWiwi taraSiyarI yuga kI SEla saMracanAoM ke apanawi va BraMSa trEpa meM pAI jAwI hE.	(pA_1:TAM(wA_hE_1):k7p(BArawa:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a)):k1(upasWiwi_1:attr_gen(f):attr_num(sg):attr_per(a):r6(petroliyama_1:attr_gen(m):attr_num(sg):attr_per(a):nmod__adj(aXikAMSa_1))):k1s(va_1:ccof(apanawi_1:r6(saMracanA_1:attr_gen(f):attr_num(pl):attr_per(a):r6(yuga_1:attr_gen(m):attr_num(sg):attr_per(a)):pof__cn(SEla_1))):ccof(BraMSa_1+trEpa_1)):CLAUSE_TYPE(affirmative))
569	Hin_Geo_ncert_10stnd_5ch_0215	maXyavarwI asaraMSra paraweM wela ko Upara uTane va nIce risane se rokawI hEM.	(roka_1:TAM(wA_hE_1):k1(asaraMSra_1+parawa_1:mod(maXyavarwI_1)):rh(va_1:ccof(uTa_1-yA_1-yA_1:k2(wela_1:attr_gen(m):attr_num(sg):attr_per(a))):ccof(risa_1-yA_1-yA_1)):CLAUSE_TYPE(affirmative))
570	Hin_Geo_ncert_10stnd_5ch_0216	petroliyama saMraXra Ora asaraMXra cattAnoM ke bIca BraMSa trEpa meM BI pAyA jAwA hE.	(pA_1:TAM(wA_hE_1):k7(Ora_1:ccof(saMraXra:pof__cn(petroliyama_1)):ccof(cattAna_1:attr_gen(f):attr_num(pl):attr_per(a):mod(asaraMXra_1))):k7p(trEpa_1:attr_gen(m):attr_num(sg):attr_per(a):pof__cn(BraMSa_1:attr_gen(m):attr_num(sg):attr_per(a)):lwg__rp(BI_1)):CLAUSE_TYPE(affirmative))
571	Hin_Geo_ncert_10stnd_5ch_0217	prAkqwika gEsa halkI hone ke kAraNa Kanija wela ke Upara pAI jAwI hE.	(pA_1:TAM(wA_hE_1):rh(halkA+ho-yA_1:k1(gEsa_1:attr_gen(f):attr_num(sg):attr_per(a):mod(prAkqwika_1))):k7(Kanija_1+wela_1):CLAUSE_TYPE(affirmative))
572	Hin_Geo_ncert_10stnd_5ch_0218	BArawa meM mumbaI hAI, gujagawa Ora asama pramuKa petroliyama uwpAxaka kRewra hEM.	(hE_1:TAM(0_hE_1):k7p(BArawa:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a)):k1(kRewra_1:attr_gen(m):attr_num(sg):attr_per(a):nmod(Ora_1:ccof(gujagawa:attr_ne(loc):pof__cn(mumbaI_1:attr_ne(loc)):pof__cn(hAI_1)):ccof(pramuKa_1:nmod__adj(asama:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a)))):pof__cn(petroliyama_1):mod(uwpAxaka_1)):CLAUSE_TYPE(affirmative))
573	Hin_Geo_ncert_10stnd_5ch_0219	BArawa ke mAnaciwra meM wIna pramuKa apawatIya wela kRewra cihniwa kareM.	(cihniwa+kara_1:k7(mAnaciwra_1:attr_gen(m):attr_num(sg):attr_per(a):r6(BArawa:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a))):CLAUSE_TYPE(affirmative))
574	Hin_Geo_ncert_10stnd_5ch_0220	aMkaleSvara gujarAwa kA sabase mahawwvapUrNa wela kRewra hE.	(hE_1:TAM(0_hE_1):k1(aMkaleSvara:attr_ne(loc)):k1s(wela_1+kRewra_1:r6(gujarAwa:attr_gen(m):attr_num(sg):attr_per(a)):mod(mahawwvapUrNa_1:jjmod__intf(sabasA_1))):CLAUSE_TYPE(affirmative))
575	Hin_Geo_ncert_10stnd_5ch_0221	asama BArawa kA sabase purAnA wela uwpAxaka rAjya hE.	(hE_1:TAM(0_hE_1):k1(asama:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a)):k1s(rAjya_1:attr_gen(m):attr_num(sg):attr_per(a):r6(BArawa:attr_gen(m):attr_num(sg):attr_per(a)):mod(purAnA_1:jjmod__intf(sabasA_1):mod(wela_1+uwpAxaka_1))):CLAUSE_TYPE(affirmative))
576	Hin_Geo_ncert_10stnd_5ch_0226	isalie yaha varwamAna SawAbxI kA IMXana hE.	(hE_1:TAM(0_hE_1):rh(isalie):k1(yaha):k1s(IMXana_1:attr_gen(m):attr_num(sg):attr_per(a):r6(SawAbxI_1:attr_gen(f):attr_num(sg):attr_per(a):mod(varwamAna_1))):CLAUSE_TYPE(affirmative))
577	Hin_Geo_ncert_10stnd_5ch_0227	kqRNA-goxAvarI naxI besina meM prAkqwika gEsa ke viSAla BaMdAra Koje gae hEM.	(Koja_1:TAM(yA_gayA_hE_1):k1(kqRNAgoxAvarI:attr_ne(loc)):k7p(naxI_1+besina_1):k2(BaMdAra_1:attr_gen(m):attr_num(sg):attr_per(a):r6(gEsa_1:attr_gen(f):attr_num(sg):attr_per(a):mod(prAkqwika_1)):mod(viSAla_1)):CLAUSE_TYPE(affirmative))
578	Hin_Geo_ncert_10stnd_5ch_0231	isa XamanI se BArawa ke gEsa uwpAxana ko saMvega milA hE.	(milA_1:TAM(0_hE_1):rh(XamanI_1:attr_gen(f):attr_num(sg):attr_per(a):nmod__adj(yaha)):k4a(gEsa_1+uwpAxana_1:r6(BArawa:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a))):k1(saMvega_1:attr_gen(m):attr_num(sg):attr_per(a)):CLAUSE_TYPE(affirmative))
579	Hin_Geo_ncert_10stnd_5ch_0233	gAdZiyoM meM warala IMXana kA saMpIdiwa prAkqwika gEsa (CNG) se prawisWApana xeSa meM lokapriya ho rahA hE.	(lokapriya+ho:TAM(0_rahA_hE_1):k7p(gAdZI_1:attr_gen(f):attr_num(pl):attr_per(a)):k5(CNG:nmod(gEsa_1:r6(IMXana_1:attr_gen(m):attr_num(sg):attr_per(a):mod(warala_1)):mod(saMpIdiwa_1:mod(prAkqwika_1)))):k1(prawisWApana_1:attr_gen(m):attr_num(sg):attr_per(a)):k7p(xeSa_1:attr_gen(m):attr_num(sg):attr_per(a)):CLAUSE_TYPE(affirmative))
580	Hin_Geo_ncert_10stnd_5ch_0236	eka bAra uwpanna ho jAne ke bAxa vixyuwa eka jEsI hI howI hE.	(ho_1:TAM(wA_hE_1):card(eka_1):k1(bAra_1):card(vixyuwa_1+eka_1:lwg__rp(hI_1)):CLAUSE_TYPE(affirmative))
581	Hin_Geo_ncert_10stnd_5ch_0240	wApa vixyuwa koyalA, petroliyama waWA prAkqwika gEsa ke prayoga se uwpanna kI jAwI hE.	(uwpanna+kara_1:TAM(wA_hE_1):rh(prayoga_1:attr_gen(m):attr_num(sg):attr_per(a):pof__cn(wApa_1:attr_ne(org):attr_gen(m):attr_num(sg):attr_per(a)):pof__cn(vixyuwa_1:attr_gen(f):attr_num(sg):attr_per(a)):pof__cn(koyalA_1:attr_gen(m):attr_num(sg):attr_per(a)):r6(waWA_1:ccof(petroliyama_1:attr_gen(m):attr_num(sg):attr_per(a)):ccof(gEsa_1:attr_gen(f):attr_num(sg):attr_per(a):mod(prAkqwika_1)))):CLAUSE_TYPE(affirmative))
582	Hin_Geo_ncert_10stnd_5ch_0243	gEra-paraMparAgawa UrjA ke sAXana.	(sAXana_1:attr_gen(m):attr_num(sg):attr_per(a):r6(UrjA_1:attr_gen(f):attr_num(sg):attr_per(a):mod(gEraparaMparAgawa_1)):CLAUSE_TYPE(affirmative))
583	Hin_Geo_ncert_10stnd_5ch_0244	UrjA ke baDZawe upaBoga ne xeSa ko koyalA, wela Ora gEsa jEse jIvASmI IMXanoM para awyaXika nirBara kara xiyA hE.	(nirBara+kara:TAM(yA_hE_1):k1(upaBoga_1:attr_gen(m):attr_num(sg):attr_per(a):r6(UrjA_1:attr_gen(f):attr_num(sg):attr_per(a)):nmod__k1inv(baDZa_1-yA_1-yA_1)):k2(xeSa_1:attr_gen(m):attr_num(sg):attr_per(a)):k7(jIvASmI_1+IMXana_1:r6(Ora_1:ccof(koyalA_1+wela_1):ccof(gEsa_1:attr_gen(f):attr_num(sg):attr_per(a)))):nmod__adj(awyaXika_1):CLAUSE_TYPE(affirmative))
584	Hin_Geo_ncert_10stnd_5ch_0245	gEsa va wela kI baDZawI kImawoM waWA inakI saMBAvya kamI ne BaviRya meM UrjA ApUrwi kI surakRA ke prawi aniSciwawAez uwpanna kara xI hEM.	(uwpanna+kara_1:TAM(0_hE_1):k7(waWA_1:ccof(kImawa_1:attr_gen(f):attr_num(pl):attr_per(a):r6(va_1:ccof(gEsa_1:attr_gen(f):attr_num(sg):attr_per(a)):ccof(wela_1:attr_gen(m):attr_num(sg):attr_per(a))):nmod__k1inv(baDZa_1-yA_1-yA_1)):ccof(kamI_1:attr_gen(f):attr_num(sg):attr_per(a):r6(yaha:attr_gen(-):attr_num(pl):attr_per(a)):mod(saMBAvya_1))):k7(BaviRya_1:attr_gen(m):attr_num(sg):attr_per(a)):rd(surakRA_1:attr_gen(f):attr_num(sg):attr_per(a):r6(UrjA_1+ApUrwi_1)):k2(aniSciwawA_1:attr_gen(f):attr_num(pl):attr_per(a)):CLAUSE_TYPE(affirmative))
585	Hin_Geo_ncert_10stnd_5ch_0246	isake rARtrIya arWavyavasWA kI vqxXi para gaMBIra praBAva padZawe hEM.	(praBAva+padZa:TAM(wA_hE_1):k7(vqxXi_1:attr_gen(f):attr_num(sg):attr_per(a):r6(arWavyavasWA_1:attr_gen(f):attr_num(sg):attr_per(a):r6(yaha:attr_gen(-):attr_num(sg):attr_per(a)):mod(rARtrIya_1))):mod(gaMBIra_1:attr_ne(per)):CLAUSE_TYPE(affirmative))
586	Hin_Geo_ncert_10stnd_5ch_0247	isake awirikwa jIvASmI IMXanoM kA prayoga gaMBIra paryAvaraNIya samasyAez uwpanna karawA hE.	(uwpanna+kara_1:TAM(wA_hE_1):k1(prayoga_1:attr_gen(m):attr_num(sg):attr_per(a)):k2(samasyA_1:attr_gen(f):attr_num(pl):attr_per(a):mod(gaMBIra_1:attr_ne(per):mod(paryAvaraNIya_1))):CLAUSE_TYPE(affirmative))
587	Hin_Geo_ncert_10stnd_5ch_0249	ye UrjA ke gEra-paraMparAgawa sAXana kahalAwe hEM.	(kahalA_1:TAM(wA_hE_1):k1(yaha):k1s(sAXana_1:attr_gen(m):attr_num(sg):attr_per(a):r6(UrjA_1:attr_gen(f):attr_num(sg):attr_per(a)):mod(gEraparaMparAgawa_1)):CLAUSE_TYPE(affirmative))
588	Hin_Geo_ncert_10stnd_5ch_0250	BArawa XUpa, jala waWA jIvaBAra sAWanoM meM samqxXa hE.	(hE_1:TAM(0_hE_1):k1(BArawa:attr_ne(org):attr_gen(m):attr_num(sg):attr_per(a)):k7(waWA_1:ccof(XUpa_1+jala_1):ccof(jIvaBAra_1)):k7(sAWanoM_1):mod(samqxXa_1):CLAUSE_TYPE(affirmative))
589	Hin_Geo_ncert_10stnd_5ch_0252	paramANu aXavA ANavika UrjA.	(ANavika_1+UrjA_1:nmod__adj(aXavA:pof__cn(paramANu_1)):CLAUSE_TYPE(affirmative))
590	Hin_Geo_ncert_10stnd_5ch_0253	paramANu aWavA ANavika UrjA aNuoM kI saMracanA ko baxalane se prApwa kI jAwI hE.	(prApwa+kara_1:vmod(baxala_1-yA_1-yA_1:k2(saMracanA_1:attr_gen(f):attr_num(sg):attr_per(a):r6(aWavA_1:ccof(paramANu_1):ccof(UrjA_1+aNu_1:mod(ANavika_1))))):CLAUSE_TYPE(affirmative))
591	Hin_Geo_ncert_10stnd_5ch_0256	kerala meM milane vAlI monAjAita rewa meM BI Woriyama kI mAwrA pAI jAwI hE.	(pA_1:TAM(wA_hE_1):k7p(rewa_1:attr_gen(f):attr_num(sg):attr_per(a):nmod(mila_1-yA_1-yA_1:k7p(kerala:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a))):nmod__adj(monAjAita):lwg__rp(BI_1)):k1(mAwrA_1:attr_gen(f):attr_num(sg):attr_per(a):r6(Woriyama_1:attr_gen(m):attr_num(sg):attr_per(a))):CLAUSE_TYPE(affirmative))
592	Hin_Geo_ncert_10stnd_5ch_0258	sOra-UrjA-BArawa eka uRNa-katibaMXIya xeSa hE.	(hE_1:TAM(0_hE_1):k1(sOraUrjABArawa):k1s(xeSa_1:attr_gen(m):attr_num(sg):attr_per(a):card(eka_1):mod(uRNakatibaMXIya_1)):CLAUSE_TYPE(affirmative))
593	Hin_Geo_ncert_10stnd_5ch_0259	yahAz sOra UrjA ke xohana kI asIma saMBAvanAez hEM.	(hE_1:TAM(0_hE_1):k7p(yahAz):k1(saMBAvanA_1:attr_gen(f):attr_num(pl):attr_per(a):r6(xohana_1:attr_gen(m):attr_num(sg):attr_per(a):r6(sOra_1+UrjA_1)):mod(asIma_1:attr_ne(per))):CLAUSE_TYPE(affirmative))
594	Hin_Geo_ncert_10stnd_5ch_0260	PotovoltAika prOxyogikI xvArA XUpa ko sIXe vixyuwa meM parivarwiwa kiyA jAwA hE.	(parivarwiwa+kara:TAM(wA_hE_1):k1(prOxyogikI:attr_gen(f):attr_num(sg):attr_per(a):pof__cn(PotovoltAika_1)):k2(XUpa_1:attr_gen(f):attr_num(sg):attr_per(a)):adv(sIXA_1):k7(vixyuwa_1:attr_gen(f):attr_num(sg):attr_per(a)):CLAUSE_TYPE(affirmative))
595	Hin_Geo_ncert_10stnd_5ch_0261	BArawa ke grAmINa waWA suxUra kRewroM meM sOra UrjA wejI se lokapriya ho rahI hE.	(lokapriya+ho:TAM(0_rahA_hE_1):k7p(kRewra_1:attr_gen(m):attr_num(pl):attr_per(a):r6(BArawa:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a)):nmod(waWA_1:mod(grAmINa_1):mod(suxUra_1))):k1(sOra_1+UrjA_1):adv(wejI_1:attr_ne(per):attr_gen(f):attr_num(sg):attr_per(a)):CLAUSE_TYPE(affirmative))
596	Hin_Geo_ncert_10stnd_5ch_0265	BArawa meM nae sWApiwa sOra UrjA saMyaMwroM ke bAre meM jAnakArI ekawra kareM.	(ekawra+kara_1:k7p(BArawa:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a)):k7(UrjA_1+saMyaMwra_1:mod(nayA_1:mod(sWApiwa_1)):pof__cn(sOra_1)):k2(jAnakArI_1:attr_gen(f):attr_num(sg):attr_per(a)):CLAUSE_TYPE(affirmative))
597	Hin_Geo_ncert_10stnd_5ch_0266	pavana UrjA-BArawa meM pavana UrjA ke uwpAxana kI mahAna saMBAvanAez hEM.	(hE_1:TAM(0_hE_1):attr_gen(m):attr_num(sg):attr_per(a):k7(UrjABArawa:attr_gen(f):attr_num(sg):attr_per(a)):k1(saMBAvanA_1:attr_gen(m):attr_num(sg):attr_per(a):r6(uwpAxana_1:attr_gen(f):attr_num(sg):attr_per(a):r6(UrjA_1:attr_gen(f):attr_num(sg):attr_per(a):pof__cn(pavana_1:attr_ne(org):attr_gen(f):attr_num(sg):attr_per(a)):pof__cn(pavana_1:attr_ne(org)))):mod(mahAna_1:attr_gen(f):attr_num(sg):attr_per(a))):CLAUSE_TYPE(affirmative))
598	Hin_Geo_ncert_10stnd_5ch_0267	BArawa meM pavana UrjA PArma ke viSAlawama petI wamilanAdu meM nAgarakoila se maxuraI waka avasWiwa hE.	(hE_1:TAM(0_hE_1):k7p(BArawa:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a)):k7p(wamilanAdu:attr_gen(m):attr_num(sg):attr_per(a):nmod(petI_1:attr_ne(loc):attr_gen(f):attr_num(sg):attr_per(a):r6(PArma:attr_gen(m):attr_num(sg):attr_per(a):pof__cn(pavana_1:attr_ne(org):attr_gen(f):attr_num(sg):attr_per(a)):pof__cn(UrjA_1:attr_gen(f):attr_num(sg):attr_per(a))):mod(viSAlawama_1:attr_ne(per)))):k7p(maxuraI:rsp(nAgarakoila)):mod(avasWiwa_1):CLAUSE_TYPE(affirmative))
599	Hin_Geo_ncert_10stnd_5ch_0268	isake awirikwa AMXra praxeSa, karnAtaka, gujarAwa, kerala, mahArARtra waWA lakRaxvIpa meM BI mahawwvapUrNa pavana UrjA PArma hEM.	(hE_1:TAM(0_hE_1):vmod(yaha:attr_gen(-):attr_num(sg):attr_per(a)):k1(gujarAwa:attr_gen(m):attr_num(sg):attr_per(a):nmod__adj(karnAtaka:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a):nmod__adj(praxeSa:attr_gen(m):attr_num(sg):attr_per(a):pof__cn(AMXra_1:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a))))):k7p(waWA_1:attr_ne(org):ccof(mahArARtra:attr_gen(m):attr_num(sg):attr_per(a):pof__cn(kerala_1:attr_gen(m):attr_num(sg):attr_per(a))):ccof(lakRaxvIpa:attr_gen(m):attr_num(sg):attr_per(a):lwg__rp(BI_1))):k1s(PArma_1:attr_gen(m):attr_num(sg):attr_per(a):mod(mahawwvapUrNa_1):pof__cn(pavana_1:attr_gen(f):attr_num(sg):attr_per(a)):pof__cn(UrjA_1:attr_gen(f):attr_num(sg):attr_per(a))):CLAUSE_TYPE(affirmative))
600	Hin_Geo_ncert_10stnd_5ch_0269	nAgarakoila Ora jEsalamera xeSa meM pavana UrjA ke praBAvI prayoga ke lie jAne jAwe hEM.	(jA_1:TAM(wA_hE_1):k7p(Ora_1:ccof(nAgarakoila:attr_ne(loc)):ccof(jEsalamera:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a))):rt(jAna_1-yA_1-yA_1:k7p(xeSa_1:attr_gen(m):attr_num(sg):attr_per(a)):rt(prayoga_1:attr_gen(m):attr_num(sg):attr_per(a):r6(UrjA_1:attr_gen(f):attr_num(sg):attr_per(a):pof__cn(pavana_1:attr_ne(org):attr_gen(f):attr_num(sg):attr_per(a))):mod(praBAvI_1))):CLAUSE_TYPE(affirmative))
601	Hin_Geo_ncert_10stnd_5ch_0272	bAyogEsa saMyawra nagarapAlikA, sahakAriwA waWA nijI swara para lagAe jAwe hEM.	(lagA_1:TAM(wA_hE_1):k1(waWA_1:ccof(sahakAriwA:attr_gen(f):attr_num(sg):attr_per(a):pof__cn(bAyogEsa_1:attr_gen(f):attr_num(sg):attr_per(a)):pof__cn(saMyawra_1:attr_gen(m):attr_num(sg):attr_per(a)):pof__cn(nagarapAlikA_1:attr_gen(f):attr_num(sg):attr_per(a))):ccof(swara_1:attr_gen(m):attr_num(sg):attr_per(a):mod(nijI_1:attr_ne(per)))):CLAUSE_TYPE(affirmative))
602	Hin_Geo_ncert_10stnd_5ch_0273	paSuoM kA gobara prayoga karane vAle saMyaMwra grAmINa BArawa meM 'gobara gEsa plAMta' ke nAma se jAne jAwe hEM.	(jAna_1:TAM(wA_hE_1):k7p(saMyaMwra_1+BArawa_1:nmod(prayoga+kara_1-yA_1-yA_1):mod(grAmINa_1:attr_ne(org))):k5(nAma_1:attr_gen(m):attr_num(sg):attr_per(a)):CLAUSE_TYPE(affirmative))
603	Hin_Geo_ncert_10stnd_5ch_0275	bAyogEsa aba waka paSuoM ke gobara kA prayoga karane meM sabase xakRa hE.	(hE_1:TAM(0_hE_1):k1(bAyogEsa_1:attr_gen(f):attr_num(sg):attr_per(a)):k7(prayoga+kara_1-yA_1-yA_1:k7t(aba):k2(gobara_1:attr_gen(m):attr_num(sg):attr_per(a):r6(paSu_1:attr_gen(m):attr_num(pl):attr_per(a)))):mod(xakRa_1:jjmod__intf(sabasA_1)):CLAUSE_TYPE(affirmative))
604	Hin_Geo_ncert_10stnd_5ch_0277	jvArIya UrjA-mahAsAgarIya waraMgoM kA prayoga vixyuwa uwpAxana ke lie kiyA jA sakawA hE.	(prayoga+kara_1:TAM(0_sakawA_hE_1):r6(UrjAmahAsAgarIya_1+waraMga_1:mod(jvArIya_1)):rt(vixyuwa_1+uwpAxana_1):CLAUSE_TYPE(affirmative))
605	Hin_Geo_ncert_10stnd_5ch_0278	sazkarI KAdZI ke Ara-pAra bADZa xvAra banA kara bAzXa banAe jAwe hEM.	(bAzXa+banA:TAM(wA_hE_1):k7p(KAdZI_1:mod(sazkarA_1:attr_ne(loc))):k2(bADZa_1+xvAra_1):CLAUSE_TYPE(affirmative))
606	Hin_Geo_ncert_10stnd_5ch_0285	Ese kRewroM meM BUmigawa jala cattAnoM se URmA kA avaSoRaNa kara wapwa ho jAwA hE.	(wapwa+ho:TAM(wA_hE_1):k7p(kRewra_1:attr_gen(m):attr_num(pl):attr_per(a):nmod__adj(Ese)):vmod(avaSoRaNa_1+kara_1:k3(jala_1+cattAna_1:mod(BUmigawa_1)):k2(URmA_1:attr_gen(f):attr_num(sg):attr_per(a))):CLAUSE_TYPE(affirmative))
607	Hin_Geo_ncert_10stnd_5ch_0289	BU-wApIya UrjA ke xohana ke lie BArawa meM xo prAyogika pariyojanAez SurU kI gaI hEM.	(SurU+kara_1:TAM(0_hE_1):rt(xohana_1:attr_gen(m):attr_num(sg):attr_per(a):r6(BUwApIya_1+UrjA_1)):k7p(BArawa:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a)):k2(pariyojanA_1:attr_gen(f):attr_num(pl):attr_per(a):card(xo_1):mod(prAyogika_1)):CLAUSE_TYPE(affirmative))
608	Hin_Geo_ncert_10stnd_5ch_0291	UrjA saMsAXanoM kA saraMkRaNa- ArWika vikAsa ke lie UrjA eka AXAraBUwa AvaSyakawA hE.	(hE_1:TAM(0_hE_1):k1(UrjA_1):k1(saraMkRaNa_1:attr_gen(m):attr_num(pl):attr_per(a):r6(saMsAXana_1:attr_gen(f):attr_num(sg):attr_per(a))):rt(vikAsa_1:mod(ArWika_1)):k1(UrjA_1:attr_gen(m):attr_num(sg):attr_per(a)):k1s(AvaSyakawA_1:card(eka_1):mod(AXAraBUwa_1:attr_gen(f):attr_num(sg):attr_per(a))):CLAUSE_TYPE(affirmative))
609	Hin_Geo_ncert_10stnd_5ch_0292	rARtrIya arWavyavasWA ke prawyeka sektara - kqRi, uxyoga, parivahana, vANijya va GarelU AvaSyakawAoM kI pUrwi ke lie UrjA ke niveSa kI AvaSyakawA hE.	(hE_1:TAM(0_hE_1):k1(sektara_1:attr_gen(m):attr_num(sg):attr_per(a):r6(arWavyavasWA_1:attr_gen(f):attr_num(sg):attr_per(a):mod(rARtrIya_1)):nmod__adj(prawyeka_1)):k1(AvaSyakawA_1:attr_gen(f):attr_num(sg):attr_per(a)):rt(pUrwi_1:attr_gen(f):attr_num(sg):attr_per(a):pof__cn(kqRi_1:attr_ne(org)):pof__cn(uxyoga_1:attr_gen(m):attr_num(sg):attr_per(a)):pof__cn(parivahana_1:attr_gen(m):attr_num(sg):attr_per(a)):r6(va_1:ccof(vANijya_1:attr_gen(m):attr_num(sg):attr_per(a)))):k1(AvaSyakawA_1:attr_gen(f):attr_num(sg):attr_per(a):mod(GarelU_1):r6(niveSa_1:attr_gen(m):attr_num(sg):attr_per(a):r6(UrjA_1:attr_gen(f):attr_num(sg):attr_per(a)))):CLAUSE_TYPE(affirmative))
610	Hin_Geo_ncert_10stnd_5ch_0293	svawaMwrawA-prApwi ke paScAw kriyAMviwa ArWika vikAsa kI yojanAoM ko cAlU raKane ke lie UrjA kI badZI mAwrA kI AvaSyakawA WI.	(WA_1:TAM(0_WA_1):rt(cAlU+raKa-yA_1:k2(yojanA_1:attr_gen(f):attr_num(pl):attr_per(a):r6(vikAsa_1:attr_gen(m):attr_num(sg):attr_per(a):mod(kriyAMviwa_1:jjmod(svawaMwrawAprApwi_1)):mod(ArWika_1)))):k1(AvaSyakawA_1:attr_gen(f):attr_num(sg):attr_per(a):r6(mAwrA_1:attr_gen(f):attr_num(sg):attr_per(a):r6(UrjA_1:attr_gen(f):attr_num(sg):attr_per(a)):mod(badZA_1))):CLAUSE_TYPE(affirmative))
